transaction_id,order_id,merchant_id,vertical,amount,currency,payment_method,card_bin,email,phone,ip,device_id,customer_id,account_age_days,attempts,velocity,prior_chargebacks,prior_refunds,merchant_avg_amount,timestamp,amount_deviation,account_age,attempt_count,velocity,chargeback_history,refund_history,amount_magnitude,is_fraud,fraud_type
txn_00012,ord_000012,mz_0034,travel_bookings,2614.87,INR,card,407655,varun.bose722@icloud.com,+918526739129,126.86.143.23,e6e6bfae84fe141dc0e3c06b07de0059,cus_02056,1008,1,0.0,0.0118,0.0925,8500,2026-08-26T01:27:41.220209Z,0.17309,0.1,0.0,0.0,0.0472,0.2775,0.4287,0,none
txn_00013,ord_000013,mz_0030,beauty,1017.66,INR,card,6025544,neha.khan985@fastmail.com,+916316779331,101.38.240.167,6db991d8a1c9f2d2e6faae06ef87d8fb,cus_03292,980,1,0.0,0.0163,0.1025,1400,2026-08-29T14:22:23.988937Z,0.06828,0.1,0.0,0.0,0.0652,0.3075,0.30446,0,none
txn_00014,ord_000014,mz_0002,electronics,4050.89,INR,card,3451475,nikhil.bose657@outlook.com,+919224280366,207.114.194.176,f6ef7a5b8e5f1d80acb99789022f60a8,cus_01227,950,1,0.0,0.0047,0.0787,6500,2026-08-27T23:58:58.319796Z,0.0942,0.1,0.0,0.0,0.0188,0.2361,0.48634,0,none
txn_00015,ord_000015,mz_0012,electronics,2864.76,INR,upi,,aarav.sharma737@icloud.com,+918351732275,123.15.245.50,47df4ebefb7381574868dc9b37c60ab2,cus_02130,1243,1,0.0,0.0235,0.131,6500,2026-08-28T09:25:47.857578Z,0.13982,0.1,0.0,0.0,0.094,0.393,0.44072,0,none
txn_00016,ord_000016,mz_0031,fashion_d2c,50.0,INR,upi,,diya.nair61@icloud.com,+919924855509,218.12.139.151,478f0b06ef9ff55d7b2ce2ee720f39a8,cus_03557,1916,2,0.0,0.0083,0.1017,1800,2026-08-29T10:37:47.253100Z,0.24306,0.1,0.14286,0.0,0.0332,0.3051,0.0,0,none
txn_00017,ord_000017,mz_0028,travel_bookings,5205.39,INR,upi,,karan.rao457@yahoo.com,+919298027744,190.65.184.134,cdc405d4bc86403ebc9a4188b8ae44f4,cus_05647,212,1,0.0,0.0182,0.0713,8500,2026-08-24T22:10:31.057491Z,0.0969,0.1,0.0,0.0,0.0728,0.2139,0.51937,0,none
txn_00018,ord_000018,mz_0011,beauty,1838.7,INR,card,475931,karan.khan265@protonmail.com,+918997165829,179.110.200.174,39b49281b6d09b78be6fcd144d30d65d,cus_03487,616,1,0.0,0.0404,0.0504,1400,2026-08-29T19:03:42.749930Z,0.07834,0.1,0.0,0.0,0.1616,0.1512,0.38233,0,none
txn_00019,ord_000019,mz_0006,travel_bookings,4441.77,INR,upi,,riya.malhotra641@fastmail.com,+919548032548,137.9.104.14,5d73531ae22dca91ca444b3dd5f2d0b9,cus_01594,60,1,0.0,0.0436,0.0117,8500,2026-08-28T18:43:40.676739Z,0.11936,0.1,0.0,0.0,0.1744,0.0351,0.49848,0,none
txn_00020,ord_000020,mz_0000,electronics,10784.64,INR,netbanking,,rohan.menon322@protonmail.com,+916732564076,140.201.121.15,9815261bebaf049879a9062dc49c18f8,cus_00755,1310,1,0.0,0.0482,0.1002,6500,2026-08-31T01:52:23.416801Z,0.16479,0.1,0.0,0.0,0.1928,0.3006,0.61532,0,none
txn_00021,ord_000021,mz_0015,travel_bookings,8507.53,INR,upi,,varun.singh351@fastmail.com,+917051498488,200.66.18.209,191cc1de65408d5a6f56617039fe3294,cus_00989,283,7,0.0,0.0493,0.0008,8500,2026-08-26T09:30:59.564439Z,0.00022,0.1,0.85714,0.0,0.1972,0.0024,0.58408,0,none
txn_00022,ord_000022,mz_0022,membership_subscriptions,2086.39,INR,upi,,arjun.bose550@fastmail.com,+916240897427,145.73.234.106,4aa13e5b4b6e0df39eacfa706b4b87e5,cus_01267,1631,1,0.0,0.0264,0.1354,1200,2026-08-25T04:13:33.822112Z,0.18466,0.1,0.0,0.0,0.1056,0.4062,0.39897,0,none
txn_00023,ord_000023,mz_0008,fashion_d2c,5473.05,INR,wallet,,priya.sharma263@yahoo.com,+917198342103,149.142.58.251,1694f9e97e9264a4652fd238dbe802ef,cus_04471,571,1,0.0,0.8907,0.5348,1800,2026-08-25T12:39:40.425168Z,0.51015,0.1,0.0,0.0,1.0,1.0,0.52597,1,true_fraud
txn_00024,ord_000024,mz_0010,electronics,8005.06,INR,card,6572581,diya.khan539@yahoo.com,+919775214638,190.51.55.16,648b8ea272efd23628499002cb4be83d,cus_01108,1145,1,0.0,0.0388,0.1227,6500,2026-08-28T18:36:20.194262Z,0.05789,0.1,0.0,0.0,0.1552,0.3681,0.57606,0,none
txn_00025,ord_000025,mz_0033,home_decor,50.0,INR,card,5252678,aditya.mehta820@yahoo.com,+918867153267,145.48.181.56,9145762bf30b819be0b73936f3dc26c9,cus_01611,40,1,0.0,0.0205,0.0675,2600,2026-08-24T22:44:44.413073Z,0.24519,0.1,0.0,0.0,0.082,0.2025,0.0,0,none
txn_00026,ord_000026,mz_0004,membership_subscriptions,1634.7,INR,netbanking,,meera.sharma851@zoho.com,+918729048588,213.53.65.230,e26e3b6606c084ee0cc3cd184c28f426,cus_00420,1364,1,0.0,0.0212,0.0915,1200,2026-08-25T01:03:22.424242Z,0.09056,0.1,0.0,0.0,0.0848,0.2745,0.36685,0,none
txn_00027,ord_000027,mz_0030,beauty,527.51,INR,upi,,priya.mehta151@fastmail.com,+917060942838,205.234.33.200,d8d7b90b8e9d1eb9bc766ff71929e0e9,cus_02685,967,5,0.0,0.0055,0.0753,1400,2026-08-28T12:12:16.568506Z,0.1558,0.1,0.57143,0.0,0.022,0.2259,0.21801,0,none
txn_00028,ord_000028,mz_0029,health_supplements,1705.32,INR,upi,,aditya.reddy352@icloud.com,+916993311416,112.119.254.78,4dc2fa092099d64f337b604e42f35a78,cus_04682,840,1,0.0,0.0296,0.0313,2200,2026-08-30T05:03:16.551370Z,0.05621,0.1,0.0,0.0,0.1184,0.0939,0.37241,0,none
txn_00029,ord_000029,mz_0029,health_supplements,1743.55,INR,card,3494065,kavya.mehta328@gmail.com,+917464946256,162.252.192.250,32d4973d4f0c5d39d304de19d727352f,cus_04900,1864,1,0.0,0.0022,0.094,2200,2026-08-26T16:23:59.627071Z,0.05187,0.1,0.0,0.0,0.0088,0.282,0.37533,0,none
txn_00030,ord_000030,mz_0002,electronics,5293.15,INR,upi,,sandeep.gupta817@protonmail.com,+916879508309,170.73.39.57,18ba2f0efb96c896f59e8798fcfef87b,cus_01601,1001,1,0.0,0.0455,0.0787,6500,2026-08-25T03:25:38.806543Z,0.04642,0.1,0.0,0.0,0.182,0.2361,0.52157,0,none
txn_00031,ord_000031,mz_0012,electronics,4898.28,INR,upi,,meera.verma675@icloud.com,+916171863914,194.143.247.234,54ce9e93cfb8ea011d591ba3bbf9ced5,cus_03963,150,1,0.0,0.0344,0.067,6500,2026-08-25T12:21:17.809836Z,0.0616,0.1,0.0,0.0,0.1376,0.201,0.51136,0,none
txn_00032,ord_000032,mz_0033,home_decor,2945.99,INR,wallet,,nikhil.gupta840@zoho.com,+917579517600,103.155.200.250,c33a4a3238931b073ba641248a993076,cus_01791,771,1,0.0,0.0351,0.076,2600,2026-08-30T12:52:57.188157Z,0.03327,0.1,0.0,0.0,0.1404,0.228,0.4444,0,none
txn_00033,ord_000033,mz_0024,home_decor,1070.61,INR,card,480771,sandeep.verma95@outlook.com,+919832909989,126.255.124.80,c223cbf391ee0142f594054c5bf97879,cus_02234,1131,1,0.0,0.0071,0.0215,2600,2026-08-28T18:15:41.782090Z,0.14706,0.1,0.0,0.0,0.0284,0.0645,0.31113,0,none
txn_00034,ord_000034,mz_0019,beauty,1094.97,INR,card,477802,amit.khan600@fastmail.com,+917118650468,121.9.146.239,e479dafdd0fdf6def492f4a0162ef1b2,cus_01533,597,1,0.0,0.0035,0.1346,1400,2026-08-26T04:44:47.449572Z,0.05447,0.1,0.0,0.0,0.014,0.4038,0.31409,0,none
txn_00035,ord_000035,mz_0029,health_supplements,2914.29,INR,card,8186456,isha.sharma560@outlook.com,+916090571769,139.247.2.59,da54e75bf3a9267bdeef98384d940a80,cus_01449,736,1,0.0,0.0393,0.1061,2200,2026-08-28T06:50:35.947655Z,0.08117,0.1,0.0,0.0,0.1572,0.3183,0.44297,0,none
txn_00036,ord_000036,mz_0033,home_decor,3618.67,INR,card,5327220,arjun.bose850@outlook.com,+918666182179,129.206.77.55,8973d4942a7856a37c23012416ab12c1,cus_02243,1571,1,0.0,0.0278,0.0274,2600,2026-08-24T23:36:39.510296Z,0.09795,0.1,0.0,0.0,0.1112,0.0822,0.47148,0,none
txn_00037,ord_000037,mz_0021,home_decor,291.99,INR,card,6096914,aarav.rao9@gmail.com,+916972888399,168.130.158.115,b3f8bb16672ff403d65264f5440e240f,cus_03342,274,1,0.0,0.0256,0.1166,2600,2026-08-25T19:47:27.652611Z,0.22192,0.1,0.0,0.0,0.1024,0.3498,0.1403,0,none
txn_00038,ord_000038,mz_0011,beauty,1155.7,INR,upi,,meera.bose712@outlook.com,+917726388167,186.207.145.245,2e729d135297a166f999eaab6adbba60,cus_00222,1234,1,0.0,0.0031,0.1199,1400,2026-08-27T15:40:34.928710Z,0.04362,0.1,0.0,0.0,0.0124,0.3597,0.3212,0,none
txn_00039,ord_000039,mz_0007,grocery_delivery,1110.69,INR,upi,,nikhil.iyer366@rediffmail.com,+916227893804,204.146.78.15,6cfb087d82e340fda57dc9fe44bc3ab6,cus_05085,1722,1,0.0,0.7659,0.1143,900,2026-08-27T16:23:49.962344Z,0.05853,0.1,0.0,0.0,1.0,0.3429,0.31597,1,friendly_fraud
txn_00040,ord_000040,mz_0016,home_decor,3365.05,INR,upi,,amit.mehta316@fastmail.com,+917385612401,222.106.229.70,fd7965c23ad61c518d5d9cc3fcf3c79b,cus_00789,109,1,0.0,0.0087,0.1289,2600,2026-08-26T08:17:50.090332Z,0.07356,0.1,0.0,0.0,0.0348,0.3867,0.46191,0,none
txn_00041,ord_000041,mz_0011,beauty,1279.97,INR,upi,,aditya.nair363@yahoo.com,+917495904724,176.190.21.208,7e3d6d83fdb20542fe7bbc80bfd478a8,cus_05291,885,1,0.0,0.0488,0.0401,1400,2026-08-28T02:42:53.644631Z,0.02143,0.1,0.0,0.0,0.1952,0.1203,0.33464,0,none
txn_00042,ord_000042,mz_0004,membership_subscriptions,1523.82,INR,card,6087340,arjun.gupta54@protonmail.com,+919884435947,208.179.221.185,5198f8dbf7c6b39903fad6fc41fc2557,cus_02384,475,1,0.0,0.0341,0.1006,1200,2026-08-31T13:29:52.573122Z,0.06746,0.1,0.0,0.0,0.1364,0.3018,0.3576,0,none
txn_00043,ord_000043,mz_0016,home_decor,2279.59,INR,wallet,,arjun.iyer659@zoho.com,+917203388126,142.206.97.243,8a5f619a666bfb16e09757b9e07dfbc0,cus_03395,308,1,0.0,0.0228,0.0377,2600,2026-08-31T06:11:59.409626Z,0.03081,0.1,0.0,0.0,0.0912,0.1131,0.41063,0,none
txn_00044,ord_000044,mz_0019,beauty,2146.65,INR,wallet,,priya.joshi623@protonmail.com,+919113748006,186.1.148.171,adb203406e6b95d8d64f4fdc2ac8c3fb,cus_01007,761,1,0.0,0.0337,0.0591,1400,2026-08-25T15:46:41.251787Z,0.13333,0.1,0.0,0.0,0.1348,0.1773,0.40272,0,none
txn_00045,ord_000045,mz_0029,health_supplements,2985.26,INR,upi,,kavya.verma822@yahoo.com,+917620450903,217.229.190.37,630a8ee5ddf6bf4ad64fcda2af5ca24e,cus_04974,90,1,0.0,0.0362,0.0424,2200,2026-08-26T15:50:23.455302Z,0.08923,0.1,0.0,0.0,0.1448,0.1272,0.44614,0,none
txn_00046,ord_000046,mz_0025,electronics,3099.05,INR,card,3408155,kavya.gupta856@gmail.com,+916111684211,138.70.141.22,05f83d6abcef85ec6d858c0616606f64,cus_02589,1318,1,0.0,0.0395,0.1358,6500,2026-08-26T22:16:25.496257Z,0.13081,0.1,0.0,0.0,0.158,0.4074,0.45107,0,none
txn_00047,ord_000047,mz_0023,electronics,3765.29,INR,upi,,pooja.malhotra242@zoho.com,+919847906092,158.59.55.203,35c36302bdbd5afce6a8e502f1454a4a,cus_04106,109,1,0.0,0.0374,0.0281,6500,2026-08-25T04:38:28.344612Z,0.10518,0.1,0.0,0.0,0.1496,0.0843,0.47672,0,none
txn_00048,ord_000048,mz_0022,membership_subscriptions,1141.06,INR,card,441401,tanvi.bose543@icloud.com,+919328688564,223.92.141.32,2b80e77b56900af08e5eb31c1f76f6a7,cus_00472,1188,1,0.0,0.0288,0.0543,1200,2026-08-26T19:01:03.652670Z,0.01228,0.1,0.0,0.0,0.1152,0.1629,0.31952,0,none
txn_00049,ord_000049,mz_0007,grocery_delivery,419.87,INR,upi,,aditya.rao12@yahoo.com,+918722514442,123.160.238.139,8275317e8a1f4b0af82bd18e43668ede,cus_02432,1527,6,0.0,0.0112,0.0776,900,2026-08-29T10:15:21.322185Z,0.13337,0.1,0.71429,0.0,0.0448,0.2328,0.18801,0,none
txn_00050,ord_000050,mz_0021,home_decor,671.02,INR,card,5491133,tanvi.menon236@outlook.com,+919611709824,139.194.247.134,2708770027563de7edf4b204af3e7a86,cus_01617,214,1,0.0,0.0162,0.1302,2600,2026-08-27T07:50:28.239578Z,0.18548,0.1,0.0,0.0,0.0648,0.3906,0.24966,0,none
txn_00051,ord_000051,mz_0008,fashion_d2c,1262.86,INR,card,456385,neha.malhotra902@protonmail.com,+918308993385,194.161.113.191,fa5d9037cbea1a821de646dc84b45c96,cus_04281,1807,1,0.0,0.0097,0.1087,1800,2026-08-27T02:58:55.503268Z,0.0746,0.1,0.0,0.0,0.0388,0.3261,0.33287,0,none
txn_00052,ord_000052,mz_0001,home_decor,1524.48,INR,card,463718,simran.rao876@icloud.com,+916363135179,137.27.171.226,f7eef66acf519e4b95e4ea1fd0ea7d9d,cus_03479,443,1,0.0,0.0259,0.1391,2600,2026-08-29T23:37:29.215416Z,0.10342,0.1,0.0,0.0,0.1036,0.4173,0.35766,0,none
txn_00053,ord_000053,mz_0014,fashion_d2c,1402.0,INR,card,8112208,sara.reddy897@fastmail.com,+917738749110,109.252.131.171,5e08d8925e0e2707650928c6b9f43031,cus_01025,297,1,0.0,0.013,0.0058,1800,2026-08-31T11:03:14.795535Z,0.05528,0.1,0.0,0.0,0.052,0.0174,0.34663,0,none
txn_00054,ord_000054,mz_0034,travel_bookings,111.11,INR,card,3403135,aditya.sharma132@gmail.com,+918358310966,109.176.140.205,c1b05134a19531dc8d609592a86672b3,cus_05601,12,1,0.0,0.1857,0.381,8500,2026-08-31T13:02:24.332901Z,0.24673,0.6,0.0,0.0,0.7428,1.0,0.01375,1,friendly_fraud
txn_00055,ord_000055,mz_0011,beauty,903.56,INR,card,459841,sara.patel144@yahoo.com,+919154106443,175.182.187.181,9260f676f9d5fd2bb1de78d6930eda37,cus_04530,1002,1,0.0,0.0416,0.1045,1400,2026-08-25T14:19:08.263484Z,0.08865,0.1,0.0,0.0,0.1664,0.3135,0.28881,0,none
txn_00056,ord_000056,mz_0016,home_decor,1138.72,INR,card,420490,aarav.singh981@fastmail.com,+918473080012,141.199.37.228,fab3129efbf1256f0211201336a6ac68,cus_02791,334,1,0.0,0.0404,0.1071,2600,2026-08-27T01:18:23.073741Z,0.14051,0.1,0.0,0.0,0.1616,0.3213,0.31925,0,none
txn_00057,ord_000057,mz_0015,travel_bookings,3216.19,INR,card,469375,rohan.mehta123@yahoo.com,+916600058381,189.145.124.113,35b9660dae04756ebdf0adc71a3acbc7,cus_03854,1520,1,0.0,0.0088,0.0407,8500,2026-08-30T02:33:33.441958Z,0.15541,0.1,0.0,0.0,0.0352,0.1221,0.45596,0,none
txn_00058,ord_000058,mz_0009,electronics,5685.6,INR,upi,,rahul.patel257@icloud.com,+917748832154,188.10.148.87,a5ed4edd00fd1cee4c721d2985471ed0,cus_03269,1190,1,0.0,0.0346,0.0148,6500,2026-08-27T17:28:51.695396Z,0.03132,0.1,0.0,0.0,0.1384,0.0444,0.53099,0,none
txn_00059,ord_000059,mz_0012,electronics,3539.88,INR,card,5313736,ananya.malhotra718@outlook.com,+917147449427,139.146.236.53,d113af4ba1de5d9b0a01f48e1298a633,cus_03069,561,1,0.0,0.0017,0.0431,6500,2026-08-27T04:48:36.978323Z,0.11385,0.1,0.0,0.0,0.0068,0.1293,0.46859,0,none
txn_00060,ord_000060,mz_0030,beauty,1005.03,INR,upi,,sandeep.mehta884@yahoo.com,+919417130374,188.82.46.237,d11fd765018e5f5eabeeff0d6672422e,cus_05516,785,1,0.0,0.0133,0.077,1400,2026-08-30T13:59:35.546987Z,0.07053,0.1,0.0,0.0,0.0532,0.231,0.30281,0,none
txn_00061,ord_000061,mz_0022,membership_subscriptions,1012.27,INR,upi,,aarav.menon162@gmail.com,+919094275367,173.39.253.52,e80cf88636bafeee0b4beb52b7a161ce,cus_04286,1288,1,0.0,0.0329,0.0139,1200,2026-08-26T02:12:23.895670Z,0.03911,0.1,0.0,0.0,0.1316,0.0417,0.30376,0,none
txn_00062,ord_000062,mz_0005,travel_bookings,3697.92,INR,card,6059167,diya.nair537@yahoo.com,+918022274316,101.202.207.245,9613fbf2dc20839c7e112f6b156e4272,cus_02449,1531,2,0.0,0.0274,0.1041,8500,2026-08-26T11:35:19.730852Z,0.14124,0.1,0.14286,0.0,0.1096,0.3123,0.47434,0,none
txn_00063,ord_000063,mz_0034,travel_bookings,13437.09,INR,upi,,kavya.menon774@gmail.com,+919114014486,223.114.37.34,9aab02501c3e13c578e5b5fc1e9d676c,cus_01778,150,1,0.0,0.042,0.056,8500,2026-08-26T18:58:02.451793Z,0.14521,0.1,0.0,0.0,0.168,0.168,0.64428,0,none
txn_00064,ord_000064,mz_0002,electronics,392.03,INR,card,6504371,meera.bose490@icloud.com,+916770899323,106.31.71.87,e7779c954b3035e0d492797e562526cf,cus_03221,1625,1,0.0,0.0268,0.027,6500,2026-08-27T03:37:41.991832Z,0.23492,0.1,0.0,0.0,0.1072,0.081,0.179,0,none
txn_00065,ord_000065,mz_0032,home_decor,4877.56,INR,card,8164902,vivaan.das216@rediffmail.com,+917994685526,179.209.243.94,6aa7662031a043208b5aa045f934c1f7,cus_00859,1932,1,0.0,0.0473,0.0813,2600,2026-08-26T12:45:19.551310Z,0.219,0.1,0.0,0.0,0.1892,0.2439,0.5108,0,none
txn_00066,ord_000066,mz_0016,home_decor,4283.29,INR,upi,,pooja.patel477@fastmail.com,+917750388117,114.226.215.172,ba3b68a366025999a59009af484480ba,cus_02542,948,1,0.0,0.0328,0.1094,2600,2026-08-30T12:34:36.465799Z,0.16185,0.1,0.0,0.0,0.1312,0.3282,0.49369,0,none
txn_00067,ord_000067,mz_0034,travel_bookings,9971.65,INR,card,438982,isha.malhotra354@gmail.com,+916994915529,198.105.7.8,6e2096797fa2876af674fc343d6a055e,cus_02339,1545,1,0.0,0.0324,0.0622,8500,2026-08-24T20:24:19.795415Z,0.04328,0.1,0.0,0.0,0.1296,0.1866,0.60499,0,none
txn_00068,ord_000068,mz_0000,electronics,1892.77,INR,card,5258504,aditya.sharma783@outlook.com,+918994835209,183.15.43.56,e7980324b1c3dcd89ba899eb2371f19d,cus_04963,1813,1,0.0,0.0177,0.0313,6500,2026-08-26T06:04:11.999317Z,0.1772,0.1,0.0,0.0,0.0708,0.0939,0.38614,0,none
txn_00069,ord_000069,mz_0034,travel_bookings,445.96,INR,upi,,kabir.verma981@protonmail.com,+918523853798,216.82.35.213,8f58198853f6b8337c2e0e26c37d4f22,cus_01399,1619,1,0.0,0.0377,0.0472,8500,2026-08-31T10:52:12.142520Z,0.23688,0.1,0.0,0.0,0.1508,0.1416,0.19594,0,none
txn_00070,ord_000070,mz_0009,electronics,8093.32,INR,upi,,nikhil.nair314@zoho.com,+916937046237,154.41.0.36,cc5cdf2bcbb775ac842fef7054d461d6,cus_01342,763,1,0.0,0.0464,0.1474,6500,2026-08-26T17:29:30.354804Z,0.06128,0.1,0.0,0.0,0.1856,0.4422,0.5775,0,none
txn_00071,ord_000071,mz_0023,electronics,6787.56,INR,card,5261865,vivaan.verma237@fastmail.com,+916254060070,150.27.97.201,cee2b099ed0d1b13d8670915615703da,cus_00521,543,1,0.0,0.0064,0.0898,6500,2026-08-30T03:30:28.944191Z,0.01106,0.1,0.0,0.0,0.0256,0.2694,0.55433,0,none
txn_00072,ord_000072,mz_0039,electronics,13097.93,INR,card,472328,aditya.joshi834@rediffmail.com,+917226235862,222.208.171.1,eb7a33c309a6c358bb78f83dc4be9397,cus_02032,732,1,0.0,0.0053,0.0002,6500,2026-08-25T12:59:59.953931Z,0.25377,0.1,0.0,0.0,0.0212,0.0006,0.64092,0,none
txn_00073,ord_000073,mz_0024,home_decor,5290.22,INR,upi,,varun.sharma161@outlook.com,+919402045755,208.28.251.33,d69aa46ed520e744744502e912818083,cus_02150,304,1,0.0,0.0402,0.0773,2600,2026-08-27T03:02:25.906466Z,0.25868,0.1,0.0,0.0,0.1608,0.2319,0.5215,0,none
txn_00074,ord_000074,mz_0031,fashion_d2c,1162.98,INR,card,5541703,isha.malhotra142@gmail.com,+918163983355,173.236.102.37,7987abc1ed41477bb5d67fb906f8e45f,cus_00990,333,4,0.0,0.0052,0.0479,1800,2026-08-25T22:51:39.842758Z,0.08847,0.1,0.42857,0.0,0.0208,0.1437,0.32203,0,none
txn_00075,ord_000075,mz_0005,travel_bookings,7404.32,INR,upi,,simran.reddy552@zoho.com,+918776728017,110.124.155.180,0774594a14293afb70009b23f0b3cbee,cus_00565,395,1,0.0,0.0327,0.0043,8500,2026-08-31T01:03:59.574245Z,0.03223,0.1,0.0,0.0,0.1308,0.0129,0.56578,0,none
txn_00076,ord_000076,mz_0019,beauty,1410.37,INR,card,5516493,neha.bose486@protonmail.com,+919378090989,117.87.196.36,6cbefbdfce5fd867dfc1b71b581da2c5,cus_02173,478,1,0.0,0.0222,0.0579,1400,2026-08-28T02:46:28.107367Z,0.00185,0.1,0.0,0.0,0.0888,0.1737,0.34741,0,none
txn_00077,ord_000077,mz_0031,fashion_d2c,1155.84,INR,card,410311,kabir.nair412@icloud.com,+918822722138,168.142.222.192,49f717f4950d257d5225211ebd2c23ac,cus_03301,1601,1,0.0,0.0154,0.1384,1800,2026-08-30T06:49:06.926511Z,0.08947,0.1,0.0,0.0,0.0616,0.4152,0.32121,0,none
txn_00078,ord_000078,mz_0022,membership_subscriptions,287.6,INR,card,3409445,arjun.das477@rediffmail.com,+917091355120,183.5.170.74,3650776f820641caeed105251392bf3a,cus_02868,1838,1,0.0,0.0256,0.0401,1200,2026-08-30T13:53:33.327944Z,0.19008,0.1,0.0,0.0,0.1024,0.1203,0.13831,0,none
txn_00079,ord_000079,mz_0008,fashion_d2c,2672.17,INR,card,3442560,nikhil.khan852@yahoo.com,+917358842825,223.3.77.61,f9ae0e1efb9b8eb94d7d819b4ddb3c1e,cus_03533,1003,1,0.0,0.0133,0.1211,1800,2026-08-25T19:26:22.722918Z,0.12113,0.1,0.0,0.0,0.0532,0.3633,0.43155,0,none
